KANAŁ;PROGRAM;DATA;DZIEŃ;PLANOWANA GODZ.;DŁUGOŚĆ;POZYCJA W BLOKU;SPOZYCJONOWANE;PŁATNE POZYCJONOWANIE;ID BLOKU;KOD KASETY;NAZWA KASETY;TYP;PAKIET;KLIENT;PRODUKT;REALNA GODZ. EMISJI;NUMER ZLECENIA;IPAN;
TVN 24;"przed CZAS DECYZJI: KAMPANIA";2023-09-05;wt.;17:27;15;;false;false;37348393;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;17:28:32;230907461;;
TVN 24;"przed POGODA";2023-09-05;wt.;19:00;15;;false;false;37348406;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;19:02:10;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-05;wt.;21:53;15;;false;false;37348417;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;21:57:14;230907461;;
TVN 24;"przed DZIEŃ PO DNIU";2023-09-05;wt.;22:56;15;;false;false;37348431;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;22:58:28;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-05;wt.;27:16;15;;false;false;37348454;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;27:30:39;230907461;;
TVN 24;"przed BIZNES";2023-09-06;śr.;10:54;15;;false;false;37348517;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;10:57:18;230907461;;
TVN 24;"przed CZARNO NA BIAŁYM";2023-09-06;śr.;20:27;15;;false;false;37348592;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;20:29:59;230907461;;
TVN 24;"przed KROPKA NAD I ";2023-09-07;czw.;24:33;15;;false;false;37348801;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;24:40:03;230907461;;
TVN 24;"przed CZAS DECYZJI: RING";2023-09-07;czw.;25:39;15;;false;false;37348803;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;25:48:33;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-07;czw.;26:33;15;;false;false;37348809;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;26:36:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-07;czw.;27:16;15;;false;false;37348812;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;27:21:00;230907461;;
TVN 24;"przed KAWA NA ŁAWĘ ";2023-09-10;niedz.;25:32;15;;false;false;37353117;r251617;HFSS Almette loteria 8 092023 almetteregular LOTERIA;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed CZARNO NA BIAŁYM";2023-09-11;pon.;20:27;15;;false;false;37353950;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed DZIEŃ PO DNIU";2023-09-11;pon.;22:56;15;;false;false;37353968;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-11;pon.;27:52;15;;false;false;37353994;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-12;wt.;21:53;15;;false;false;37354133;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-12;wt.;27:16;15;;false;false;37354170;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed Serwis informacyjny";2023-09-13;śr.;12:58;15;;false;false;37354253;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed CZARNO NA BIAŁYM";2023-09-13;śr.;20:27;15;;false;false;37354308;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-13;śr.;21:44;15;;false;false;37354309;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-13;śr.;21:53;15;;false;false;37354312;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed TAK JEST";2023-09-13;śr.;28:34;15;;false;false;37354360;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed Serwis informacyjny";2023-09-14;czw.;10:27;15;;false;false;37354408;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-14;czw.;21:44;15;;false;false;37354488;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-16;sob.;28:16;15;;false;false;37353629;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-17;niedz.;19:02;15;;false;false;37353397;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed FAKTY PO POŁUDNIU cz1";2023-09-20;śr.;15:54;15;;false;false;37355709;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-20;śr.;27:52;15;;false;false;37355784;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed PORANEK (rozmowa, gosc, reporter) ";2023-09-21;czw.;07:16;15;;false;false;37354914;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA W PORANKU";2023-09-21;czw.;08:24;15;;false;false;37354923;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA W PORANKU";2023-09-21;czw.;09:24;15;;false;false;37354933;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-21;czw.;24:26;15;;false;false;37355053;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed TAK JEST cz2";2023-09-21;czw.;28:43;15;;false;false;37355076;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed Serwis informacyjny";2023-09-22;pt.;12:58;15;;false;false;37349435;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed KADR NA KINO";2023-09-23;sob.;09:41;15;;false;false;37349771;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed PORANEK (rozmowa, gosc, reporter) ";2023-09-23;sob.;10:38;15;;false;false;37349783;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-23;sob.;19:00;15;;false;false;37349848;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-24;niedz.;26:39;15;;false;false;37353279;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz2";2023-09-24;niedz.;27:42;15;;false;false;37492724;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-25;pon.;10:22;15;;false;false;37355121;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed BIZNES";2023-09-25;pon.;10:54;15;;false;false;37355128;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed FAKTY PO FAKTACH";2023-09-25;pon.;29:24;15;;false;false;37355257;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA";2023-09-26;wt.;17:51;15;;false;false;37355900;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed POGODA W PORANKU";2023-09-27;śr.;07:24;15;;false;false;37355273;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed FAKTY PO POŁUDNIU cz1";2023-09-27;śr.;15:54;15;;false;false;37355351;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz2";2023-09-27;śr.;27:01;15;;false;false;37355423;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-27;śr.;27:25;15;;false;false;37355426;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed FAKTY PO POŁUDNIU cz3";2023-09-28;czw.;16:54;15;;false;false;37355535;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
TVN 24;"przed CZAS DECYZJI: RING";2023-09-28;czw.;29:05;15;;false;false;37355614;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230907461;;
