KANAŁ;PROGRAM;DATA;DZIEŃ;PLANOWANA GODZ.;DŁUGOŚĆ;POZYCJA W BLOKU;SPOZYCJONOWANE;PŁATNE POZYCJONOWANIE;WARTOŚĆ SPOTU;ID BLOKU;KOD KASETY;NAZWA KASETY;TYP;PAKIET;KLIENT;PRODUKT;REALNA GODZ. EMISJI;NUMER ZLECENIA;IPAN;
TVN;"przed Ukryta prawda";2023-09-12;wt.;12:54;15;;false;false;5250,0;-767300036;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Na wspólnej 21 /1";2023-09-12;wt.;20:30;15;;false;false;28490,0;-767300098;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Dzień dobry tvn /4";2023-09-16;sob.;09:40;15;;false;false;9730,0;-767300835;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Dzień dobry tvn /5";2023-09-16;sob.;10:07;15;;false;false;9870,0;-767300841;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Ciemniejsza strona greya /2";2023-09-16;sob.;24:28;15;;false;false;2590,0;-767300945;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Na wspólnej 21 /1";2023-09-18;pon.;20:30;15;;false;false;29820,0;-767301330;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"przed Ukryta prawda";2023-09-19;wt.;12:54;15;;false;false;5250,0;-767301481;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"przed Uwaga!";2023-09-19;wt.;19:48;15;;false;false;34370,0;-767301540;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Dzień dobry tvn /4";2023-09-23;sob.;09:40;15;;false;false;9730,0;-767302283;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Ukryta prawda /4";2023-09-25;pon.;18:39;15;;false;false;21210,0;-767302752;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"przed Ukryta prawda";2023-09-26;wt.;12:54;15;;false;false;5250,0;-767302923;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Ukryta prawda /1";2023-09-26;wt.;13:10;15;;false;false;5180,0;-767302925;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"przed Uwaga!";2023-09-26;wt.;19:48;15;;false;false;34370,0;-767302981;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
TVN;"w Dzień dobry tvn /5";2023-09-30;sob.;10:07;15;;false;false;9870,0;-767303736;r00001;<BRAK KASETY>;CENNIKOWY;Cennikowy;HOCHLAND POLSKA SP. Z O.O.;ALMETTE DOMEK;00:00:00;230911073;;
