blockId;channel;programme;blockType_org;blockType_mod;xDate;xTime;ratecard;freeTime;week;timeband;wantedness;bookedness;eqPriceNet;grpTg_01;grpTg_02;grpTg_50;grpTg_98;grpTg_99;positionCode;scheduleInfo
15107429040;POLSAT;PIERWSZA MIŁOŚĆ;MIDDLE;REGULAR MIDDLE;2021-05-19;18:30:00;50200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,1815;4,0557;3,93;3,9614;3,9614;50;
15107429045;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-19;18:48:00;48700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,6179;3,6789;3,74;3,8586;3,9773;50;
15107429047;POLSAT;SPORT;PRE;REGULAR BEFORE;2021-05-19;19:44:00;34200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,7127;2,6913;2,67;2,6913;2,6913;50;
15107429052;POLSAT;POGODA;PRE;REGULAR BEFORE;2021-05-19;19:55:00;30000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,5095;2,4897;2,47;2,4897;2,4897;50;
15107429058;POLSAT;NASZ NOWY DOM;PRE;REGULAR BEFORE;2021-05-19;20:00:00;28600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,2555;2,2377;2,22;2,2377;2,2377;50;
15107429060;POLSAT;NASZ NOWY DOM;MIDDLE;REGULAR MIDDLE;2021-05-19;20:15:00;30600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,777;2,6935;2,61;2,6308;2,6308;50;
15107429062;POLSAT;NASZ NOWY DOM;MIDDLE;REGULAR MIDDLE;2021-05-19;20:45:00;44300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,8623;3,7461;3,63;3,659;3,659;50;
15107429070;POLSAT;FILM - KOCHAJ ALBO RZUĆ;MIDDLE;SANDWICH AFTER;2021-05-19;21:35:00;55100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,5814;4,3836;4,12;4,0211;4,0211;50;
15107429071;POLSAT;FILM - KOCHAJ ALBO RZUĆ;MIDDLE;SANDWICH BEFORE;2021-05-19;21:40:00;55100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,2848;4,2188;4,12;4,087;4,087;50;
15107429074;POLSAT;FILM - KOCHAJ ALBO RZUĆ;MIDDLE;SANDWICH AFTER;2021-05-19;22:30:00;46500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,3026;3,16;2,97;2,8987;2,8987;50;
15107429076;POLSAT;FILM - KOCHAJ ALBO RZUĆ;MIDDLE;SANDWICH BEFORE;2021-05-19;22:35:00;46500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,0888;3,0412;2,97;2,9462;2,9462;50;
15107429082;POLSAT;FILM - KOCHAJ ALBO RZUĆ;POST;SANDWICH AFTER;2021-05-19;23:30:00;11900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3121;1,2555;1,18;1,1516;1,1516;50;
15107429084;POLSAT;FILM - ATAK PANIKI;PRE;SANDWICH BEFORE;2021-05-19;23:35:00;11900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2272;1,2083;1,18;1,1705;1,1705;50;
15107429087;POLSAT;FILM - ATAK PANIKI;MIDDLE;SANDWICH AFTER;2021-05-19;00:15:00;6100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6449;0,6171;0,58;0,566;0,566;50;
15107429088;POLSAT;FILM - ATAK PANIKI;MIDDLE;SANDWICH BEFORE;2021-05-19;00:20:00;6100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6032;0,5939;0,58;0,5753;0,5753;50;
15107429090;POLSAT;FILM - ATAK PANIKI;MIDDLE;SANDWICH AFTER;2021-05-19;01:10:00;3300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3336;0,3192;0,3;0,2928;0,2928;50;
15107429092;POLSAT;FILM - ATAK PANIKI;MIDDLE;SANDWICH BEFORE;2021-05-19;01:15:00;3300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3224;0,3174;0,31;0,3075;0,3075;50;
15107429095;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;06:15:00;9600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,894;0,887;0,88;0,887;0,887;50;
15107429096;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;06:30:00;10100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9855;0,9777;0,97;0,9777;0,9777;50;
15107429097;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;06:45:00;13600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,148;1,139;1,13;1,139;1,139;50;
15107429098;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;06:47:00;13600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,148;1,139;1,13;1,139;1,139;50;
15107429102;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;07:15:00;12400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1176;1,1088;1,1;1,1088;1,1088;50;
15107429103;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;07:30:00;12500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1379;1,1289;1,12;1,1289;1,1289;50;
15107429105;POLSAT;NOWY DZIEŃ Z POLSAT NEWS - GRAFFITI;PRE;REGULAR BEFORE;2021-05-20;07:45:00;12100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1277;1,1188;1,11;1,1188;1,1188;50;
15107429106;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;07:55:00;11600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0972;1,0886;1,08;1,0886;1,0886;50;
15107429107;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;08:15:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0769;1,0684;1,06;1,0684;1,0684;50;
15107429108;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-20;08:30:00;10000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0363;1,0281;1,02;1,0281;1,0281;50;
15107429109;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;POST;REGULAR AFTER;2021-05-20;08:35:00;8000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9969;0,9597;0,93;0,93;0,93;50;
15107429114;POLSAT;MALANOWSKI I PARTNERZY;MIDDLE;REGULAR MIDDLE;2021-05-20;08:50:00;9400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1704;1,1352;1,1;1,1088;1,1088;50;
15107429120;POLSAT;MALANOWSKI I PARTNERZY 2;MIDDLE;REGULAR MIDDLE;2021-05-20;09:30:00;12000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5428;1,4964;1,45;1,4616;1,4616;50;
15107429126;POLSAT;SEKRETY RODZINY;MIDDLE;REGULAR MIDDLE;2021-05-20;09:50:00;9500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2129;1,1764;1,14;1,1491;1,1491;50;
15107429128;POLSAT;SEKRETY RODZINY;MIDDLE;REGULAR MIDDLE;2021-05-20;10:20:00;9600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1491;1,1145;1,08;1,0886;1,0886;50;
15107429136;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-20;10:50:00;8400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9469;0,9184;0,89;0,8971;0,8971;50;
15107429139;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-20;11:20:00;9500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0746;1,0423;1,01;1,018;1,018;50;
15107429145;POLSAT;GLINIARZE;MIDDLE;REGULAR MIDDLE;2021-05-20;11:50:00;10000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0852;1,0526;1,02;1,0281;1,0281;50;
15107429147;POLSAT;GLINIARZE;MIDDLE;REGULAR MIDDLE;2021-05-20;12:20:00;12000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3087;1,2693;1,23;1,2398;1,2398;50;
15107429151;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-20;12:45:00;9400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0261;1,018;1,01;1,018;1,018;50;
15107429153;POLSAT;INTERWENCJA;PRE;REGULAR BEFORE;2021-05-20;13:15:00;8900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9652;0,9576;0,95;0,9576;0,9576;50;
15107429156;POLSAT;TRUDNE SPRAWY;MIDDLE;REGULAR MIDDLE;2021-05-20;13:50:00;8400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9363;0,9081;0,88;0,887;0,887;50;
15107429158;POLSAT;TRUDNE SPRAWY;MIDDLE;REGULAR MIDDLE;2021-05-20;14:20:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1704;1,1352;1,1;1,1088;1,1088;50;
15107429165;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-20;14:50:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2236;1,1868;1,15;1,1592;1,1592;50;
15107429169;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-20;15:20:00;16400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,7662;1,7131;1,66;1,6732;1,6732;50;
15107429173;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-20;15:45:00;17300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,7678;1,7539;1,74;1,7539;1,7539;50;
15107429176;POLSAT;POGODA;PRE;REGULAR BEFORE;2021-05-20;16:10:00;24600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,3876;2,3688;2,35;2,3688;2,3688;50;
15107429179;POLSAT;INTERWENCJA;POST;REGULAR AFTER;2021-05-20;16:25:00;19400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,0475;1,9711;1,91;1,91;1,91;50;
15107429182;POLSAT;NA RATUNEK 112;MIDDLE;REGULAR MIDDLE;2021-05-20;16:40:00;17800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,9152;1,8576;1,8;1,8144;1,8144;50;
15107429188;POLSAT;GLINIARZE;MIDDLE;REGULAR MIDDLE;2021-05-20;17:15:00;29700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,5004;2,4252;2,35;2,3688;2,3688;50;
15107429191;POLSAT;GLINIARZE;MIDDLE;REGULAR MIDDLE;2021-05-20;17:40:00;38000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,4686;3,3643;3,26;3,286;3,286;50;
15107429198;POLSAT;PIERWSZA MIŁOŚĆ;MIDDLE;REGULAR MIDDLE;2021-05-20;18:05:00;43100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,575;3,4675;3,36;3,3868;3,3868;50;
15107429200;POLSAT;PIERWSZA MIŁOŚĆ;MIDDLE;REGULAR MIDDLE;2021-05-20;18:30:00;50800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,2879;4,1589;4,03;4,0622;4,0622;50;
15107429204;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-20;18:48:00;49300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,942;3,911;3,88;3,911;3,911;50;
15107429206;POLSAT;SPORT;PRE;REGULAR BEFORE;2021-05-20;19:44:00;34000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,9972;2,9736;2,95;2,9736;2,9736;50;
15107429210;POLSAT;POGODA;PRE;REGULAR BEFORE;2021-05-20;19:55:00;29900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,7736;2,7518;2,73;2,7518;2,7518;50;
15107429217;POLSAT;NASZ NOWY DOM;PRE;REGULAR BEFORE;2021-05-20;20:00:00;35200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,7838;2,7619;2,74;2,7619;2,7619;50;
15107429219;POLSAT;NASZ NOWY DOM;MIDDLE;REGULAR MIDDLE;2021-05-20;20:15:00;41000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,3409;3,2404;3,14;3,1651;3,1651;50;
15107429221;POLSAT;NASZ NOWY DOM;MIDDLE;REGULAR MIDDLE;2021-05-20;20:45:00;58300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,2772;4,1486;4,02;4,0521;4,0521;50;
15107429225;POLSAT;PRZYJACIÓŁKI;PRE;REGULAR BEFORE;2021-05-20;21:05:00;55400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,749;3,7195;3,69;3,7195;3,7195;50;
15107429227;POLSAT;PRZYJACIÓŁKI;MIDDLE;REGULAR MIDDLE;2021-05-20;21:20:00;49400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,5324;3,4262;3,32;3,3465;3,3465;50;
15107429229;POLSAT;PRZYJACIÓŁKI;MIDDLE;REGULAR MIDDLE;2021-05-20;21:50:00;62700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,4688;4,3344;4,2;4,2336;4,2336;50;
15107429235;POLSAT;FILM - DRUGI HOTEL MARIGOLD;MIDDLE;SANDWICH AFTER;2021-05-20;22:40:00;36400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,4464;2,3408;2,2;2,1472;2,1472;50;
15107429237;POLSAT;FILM - DRUGI HOTEL MARIGOLD;MIDDLE;SANDWICH BEFORE;2021-05-20;22:45:00;36400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,6728;2,6316;2,57;2,5494;2,5494;50;
15107429239;POLSAT;FILM - DRUGI HOTEL MARIGOLD;MIDDLE;SANDWICH AFTER;2021-05-20;23:35:00;15200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,4011;1,3406;1,26;1,2297;1,2297;50;
15107429240;POLSAT;FILM - DRUGI HOTEL MARIGOLD;MIDDLE;SANDWICH BEFORE;2021-05-20;23:40:00;15200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3104;1,2902;1,26;1,2499;1,2499;50;
15107429245;POLSAT;FILM - DRUGI HOTEL MARIGOLD;POST;SANDWICH AFTER;2021-05-20;00:35:00;5200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6116;0,5852;0,55;0,5368;0,5368;50;
15107429248;POLSAT;FILM - MĄŻ IDEALNY;PRE;SANDWICH BEFORE;2021-05-20;00:40:00;5200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,572;0,5632;0,55;0,5456;0,5456;50;
15107429252;POLSAT;FILM - MĄŻ IDEALNY;MIDDLE;SANDWICH AFTER;2021-05-20;01:25:00;3000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3113;0,2979;0,28;0,2732;0,2732;50;
15107429255;POLSAT;FILM - MĄŻ IDEALNY;MIDDLE;SANDWICH BEFORE;2021-05-20;01:30:00;3000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2912;0,2867;0,28;0,2777;0,2777;50;
15107429258;POLSAT;FILM - MĄŻ IDEALNY;MIDDLE;SANDWICH AFTER;2021-05-21;02:20:00;1700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2001;0,1915;0,18;0,1756;0,1756;50;
15107429259;POLSAT;FILM - MĄŻ IDEALNY;MIDDLE;SANDWICH BEFORE;2021-05-21;02:25:00;1700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1872;0,1843;0,18;0,1785;0,1785;50;
15107429264;POLSAT;FILM - MĄŻ IDEALNY;POST;REGULAR AFTER;2021-05-21;03:00:00;900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0643;0,0619;0,06;0,06;0,06;50;
15107429265;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;06:15:00;9200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8331;0,8265;0,82;0,8265;0,8265;50;
15107429266;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;06:30:00;9700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9448;0,9374;0,93;0,9374;0,9374;50;
15107429267;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;06:45:00;13200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1887;1,1793;1,17;1,1793;1,1793;50;
15107429269;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;06:47:00;13200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1887;1,1793;1,17;1,1793;1,1793;50;
15107429275;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;07:15:00;13600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2496;1,2398;1,23;1,2398;1,2398;50;
15107429279;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;07:30:00;13700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2496;1,2398;1,23;1,2398;1,2398;50;
15107429282;POLSAT;NOWY DZIEŃ Z POLSAT NEWS - GRAFFITI;PRE;REGULAR BEFORE;2021-05-21;07:45:00;13300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2192;1,2096;1,2;1,2096;1,2096;50;
15107429283;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;07:55:00;12700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1887;1,1793;1,17;1,1793;1,1793;50;
15107429288;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;08:15:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1785;1,1692;1,16;1,1692;1,1692;50;
15107429291;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-21;08:30:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1582;1,1491;1,14;1,1491;1,1491;50;
15107429293;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;POST;REGULAR AFTER;2021-05-21;08:35:00;8600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1363;1,0939;1,06;1,06;1,06;50;
15107429299;POLSAT;MALANOWSKI I PARTNERZY;MIDDLE;REGULAR MIDDLE;2021-05-21;08:50:00;10000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2129;1,1764;1,14;1,1491;1,1491;50;
15107429311;POLSAT;MALANOWSKI I PARTNERZY 2;MIDDLE;REGULAR MIDDLE;2021-05-21;09:30:00;12300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5853;1,5376;1,49;1,5019;1,5019;50;
15107429323;POLSAT;SEKRETY RODZINY;MIDDLE;REGULAR MIDDLE;2021-05-21;09:50:00;9700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1916;1,1558;1,12;1,1289;1,1289;50;
15107429329;POLSAT;SEKRETY RODZINY;MIDDLE;REGULAR MIDDLE;2021-05-21;10:20:00;9700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1172;1,0836;1,05;1,0584;1,0584;50;
15107429337;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-21;10:50:00;8500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9363;0,9081;0,88;0,887;0,887;50;
15107429342;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-21;11:20:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1597;1,1248;1,09;1,0987;1,0987;50;
15107429350;POLSAT;GLINIARZE;MIDDLE;REGULAR MIDDLE;2021-05-21;11:50:00;10300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1704;1,1352;1,1;1,1088;1,1088;50;
15107429354;POLSAT;GLINIARZE;MIDDLE;REGULAR MIDDLE;2021-05-21;12:20:00;12100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3512;1,3106;1,27;1,2801;1,2801;50;
15107429358;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-21;12:45:00;9500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9652;0,9576;0,95;0,9576;0,9576;50;
15107429360;POLSAT;INTERWENCJA;PRE;REGULAR BEFORE;2021-05-21;13:15:00;8700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9753;0,9676;0,96;0,9676;0,9676;50;
15107429363;POLSAT;TRUDNE SPRAWY;MIDDLE;REGULAR MIDDLE;2021-05-21;13:50:00;8200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9044;0,8772;0,85;0,8568;0,8568;50;
15107429365;POLSAT;TRUDNE SPRAWY;MIDDLE;REGULAR MIDDLE;2021-05-21;14:20:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2129;1,1764;1,14;1,1491;1,1491;50;
15107429371;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-21;14:50:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2342;1,1971;1,16;1,1692;1,1692;50;
15107429373;POLSAT;DLACZEGO JA?;MIDDLE;REGULAR MIDDLE;2021-05-21;15:20:00;14800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,6598;1,6099;1,56;1,5724;1,5724;50;
15107429379;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-21;15:45:00;15700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5443;1,5321;1,52;1,5321;1,5321;50;
15107429381;POLSAT;POGODA;PRE;REGULAR BEFORE;2021-05-21;16:10:00;23100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,3876;2,3688;2,35;2,3688;2,3688;50;
15107429384;POLSAT;INTERWENCJA;POST;REGULAR AFTER;2021-05-21;16:25:00;18200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,8652;1,7956;1,74;1,74;1,74;50;
15107429387;POLSAT;NA RATUNEK 112;MIDDLE;REGULAR MIDDLE;2021-05-21;16:40:00;16700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,7343;1,6821;1,63;1,643;1,643;50;
