blockId;channel;programme;blockType_org;blockType_mod;xDate;xTime;ratecard;freeTime;week;timeband;wantedness;bookedness;eqPriceNet;grpTg_01;grpTg_02;grpTg_50;grpTg_98;grpTg_99;positionCode;scheduleInfo
-764890907;TVN;MASTERCHEF JUNIOR 6 /3;MIDDLE;REGULAR MIDDLE;2021-05-02;21:10:00;52900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,2024;4,1062;4,01;3,9779;3,9779;50;
-764890912;TVN;GROBOWIEC SMOKA;PRE;REGULAR BEFORE;2021-05-02;21:26:00;34000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,1191;3,0945;3,07;3,0454;3,0454;50;
-764890914;TVN;GROBOWIEC SMOKA /1;MIDDLE;SANDWICH AFTER;2021-05-02;22:05:00;24000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,9807;1,9353;1,89;1,8748;1,8748;50;
-764890916;TVN;GROBOWIEC SMOKA /2;MIDDLE;SANDWICH BEFORE;2021-05-02;22:11:00;24100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,9812;1,9656;1,95;1,95;1,95;50;
-764890920;TVN;ZIELONA STREFA;PRE;REGULAR BEFORE;2021-05-02;23:12:00;18600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,7373;1,7236;1,71;1,6963;1,6963;50;
-764890922;TVN;ZIELONA STREFA /1;MIDDLE;SANDWICH AFTER;2021-05-02;23:35:00;7900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8384;0,8192;0,8;0,7936;0,7936;50;
-764890924;TVN;ZIELONA STREFA /2;MIDDLE;SANDWICH BEFORE;2021-05-02;23:40:00;7900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8128;0,8064;0,8;0,8;0,8;50;
-764890926;TVN;ZIELONA STREFA /3;MIDDLE;SANDWICH AFTER;2021-05-02;00:27:00;3900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,4925;0,4812;0,47;0,4662;0,4662;50;
-764890928;TVN;ZIELONA STREFA /4;MIDDLE;SANDWICH BEFORE;2021-05-02;00:32:00;3900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3759;0,3729;0,37;0,37;0,37;50;
-764890932;TVN;KUCHENNE REWOLUCJE 22;PRE;REGULAR BEFORE;2021-05-02;01:26:00;1200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2032;0,2016;0,2;0,1984;0,1984;50;
-764890934;TVN;KUCHENNE REWOLUCJE 22 /1;MIDDLE;REGULAR MIDDLE;2021-05-02;01:41:00;1200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1991;0,1945;0,19;0,1884;0,1884;50;
-764890937;TVN;KUCHENNE REWOLUCJE 22 /2;MIDDLE;REGULAR MIDDLE;2021-05-03;02:16:00;1400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1257;0,1228;0,12;0,119;0,119;50;
-764890941;TVN;UWAGA!;PRE;REGULAR BEFORE;2021-05-03;02:27:00;1400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1219;0,1209;0,12;0,119;0,119;50;
-764890943;TVN;NOC MAGII (TVN);PRE;REGULAR BEFORE;2021-05-03;02:44:00;800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0914;0,0907;0,09;0,0892;0,0892;50;
-764890944;TVN;NOC MAGII (TVN) /1;MIDDLE;REGULAR MIDDLE;2021-05-03;03:25:00;800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0943;0,0921;0,09;0,0892;0,0892;50;
-764890946;TVN;NOC MAGII (TVN) /2;POST;REGULAR AFTER;2021-05-03;04:06:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0784;0,0761;0,07;0,0672;0,0672;50;
-764890973;TVN;NOWA MAJA W OGRODZIE 5;PRE;REGULAR BEFORE;2021-05-03;05:17:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0711;0,0705;0,07;0,0694;0,0694;50;
-764890975;TVN;NOWA MAJA W OGRODZIE 5 /1;MIDDLE;REGULAR MIDDLE;2021-05-03;05:35:00;1200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0943;0,0921;0,09;0,0892;0,0892;50;
-764890982;TVN;EFEKT DOMINA 8;PRE;REGULAR BEFORE;2021-05-03;05:54:00;1400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1117;0,1108;0,11;0,1091;0,1091;50;
-764890984;TVN;EFEKT DOMINA 8 /1;MIDDLE;REGULAR MIDDLE;2021-05-03;06:15:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1362;0,1331;0,13;0,1289;0,1289;50;
-764890989;TVN;EFEKT DOMINA 8;PRE;REGULAR BEFORE;2021-05-03;06:28:00;1400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1727;0,1713;0,17;0,1686;0,1686;50;
-764890991;TVN;EFEKT DOMINA 8 /1;MIDDLE;REGULAR MIDDLE;2021-05-03;06:45:00;2500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2515;0,2457;0,24;0,238;0,238;50;
-764890995;TVN;KUCHENNE REWOLUCJE 9;PRE;REGULAR BEFORE;2021-05-03;06:57:00;2500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2438;0,2419;0,24;0,238;0,238;50;
-764890998;TVN;KUCHENNE REWOLUCJE 9 /1;MIDDLE;REGULAR MIDDLE;2021-05-03;07:10:00;3300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3668;0,3584;0,35;0,3472;0,3472;50;
-764891001;TVN;KUCHENNE REWOLUCJE 9 /2;MIDDLE;REGULAR MIDDLE;2021-05-03;07:35:00;4700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,5449;0,5324;0,52;0,5158;0,5158;50;
-764891006;TVN;DZIEŃ DOBRY TVN;PRE;REGULAR BEFORE;2021-05-03;07:56:00;6100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6299;0,6249;0,62;0,615;0,615;50;
-764891008;TVN;DZIEŃ DOBRY TVN /1;MIDDLE;REGULAR MIDDLE;2021-05-03;08:15:00;7200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8174;0,7987;0,78;0,7737;0,7737;50;
-764891015;TVN;DZIEŃ DOBRY TVN /2;MIDDLE;REGULAR MIDDLE;2021-05-03;08:43:00;8800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0794;1,0547;1,03;1,0217;1,0217;50;
-764891018;TVN;DZIEŃ DOBRY TVN /3;MIDDLE;REGULAR MIDDLE;2021-05-03;09:13:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1632;1,1366;1,11;1,1011;1,1011;50;
-764891025;TVN;DZIEŃ DOBRY TVN /4;MIDDLE;REGULAR MIDDLE;2021-05-03;09:42:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3204;1,2902;1,26;1,2499;1,2499;50;
-764891028;TVN;DZIEŃ DOBRY TVN /5;MIDDLE;REGULAR MIDDLE;2021-05-03;10:12:00;11400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3204;1,2902;1,26;1,2499;1,2499;50;
-764891035;TVN;DZIEŃ DOBRY TVN /6;MIDDLE;REGULAR MIDDLE;2021-05-03;10:43:00;12700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,4043;1,3721;1,34;1,3292;1,3292;50;
-764891043;TVN;DZIEŃ DOBRY TVN /7;POST;REGULAR AFTER;2021-05-03;11:16:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2544;1,2185;1,12;1,0752;1,0752;50;
-764891048;TVN;DAWID ANDRES Z BUTA;PRE;REGULAR BEFORE;2021-05-03;11:40:00;8000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9245;0,9172;0,91;0,9027;0,9027;50;
-764891050;TVN;DAWID ANDRES Z BUTA /1;MIDDLE;REGULAR MIDDLE;2021-05-03;11:56:00;7700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8908;0,8704;0,85;0,8432;0,8432;50;
-764891053;TVN;DAWID ANDRES Z BUTA /2;MIDDLE;REGULAR MIDDLE;2021-05-03;12:20:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1528;1,1264;1,1;1,0912;1,0912;50;
-764891058;TVN;LEGO BATMAN;PRE;REGULAR BEFORE;2021-05-03;12:40:00;7300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,016;1,008;1;0,992;0,992;50;
-764891060;TVN;LEGO BATMAN /1;MIDDLE;REGULAR MIDDLE;2021-05-03;13:06:00;8100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0165;0,9932;0,97;0,9622;0,9622;50;
-764891063;TVN;LEGO BATMAN /2;MIDDLE;REGULAR MIDDLE;2021-05-03;13:45:00;8400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,027;1,0035;0,98;0,9721;0,9721;50;
-764891067;TVN;LEGO BATMAN /3;POST;SANDWICH AFTER;2021-05-03;14:38:00;8800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9956;0,9728;0,95;0,9424;0,9424;50;
-764891070;TVN;KOPCIUSZEK: BUCIK NA MIARĘ;PRE;SANDWICH BEFORE;2021-05-03;14:45:00;9000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9652;0,9576;0,95;0,95;0,95;50;
-764891072;TVN;KOPCIUSZEK: BUCIK NA MIARĘ /1;MIDDLE;SANDWICH AFTER;2021-05-03;15:33:00;7700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9222;0,9011;0,88;0,8729;0,8729;50;
-764891074;TVN;KOPCIUSZEK: BUCIK NA MIARĘ /2;MIDDLE;SANDWICH BEFORE;2021-05-03;15:39:00;7700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,894;0,887;0,88;0,88;0,88;50;
-764891077;TVN;KOPCIUSZEK: BUCIK NA MIARĘ /3;POST;SANDWICH AFTER;2021-05-03;16:30:00;8100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1737;1,1468;1,12;1,111;1,111;50;
-764891080;TVN;ZŁOTY KOMPAS;PRE;SANDWICH BEFORE;2021-05-03;16:36:00;9200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1887;1,1793;1,17;1,17;1,17;50;
-764891082;TVN;ZŁOTY KOMPAS /1;MIDDLE;SANDWICH AFTER;2021-05-03;17:20:00;12100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3519;1,3209;1,29;1,2796;1,2796;50;
-764891084;TVN;ZŁOTY KOMPAS /2;MIDDLE;SANDWICH BEFORE;2021-05-03;17:26:00;12100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3106;1,3003;1,29;1,29;1,29;50;
-764891086;TVN;ZŁOTY KOMPAS /3;MIDDLE;SANDWICH AFTER;2021-05-03;18:05:00;30000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,9134;2,8467;2,78;2,7577;2,7577;50;
-764891088;TVN;ZŁOTY KOMPAS /4;MIDDLE;SANDWICH BEFORE;2021-05-03;18:11:00;30000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,8854;2,8627;2,84;2,84;2,84;50;
-764891091;TVN;FAKTY;PRE;REGULAR BEFORE;2021-05-03;18:56:00;56000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;5,588;5,544;5,5;5,456;5,456;50;
-764891092;TVN;UWAGA! KORONAWIRUS /1;POST;SANDWICH AFTER;2021-05-03;19:30:00;63900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;6,0888;5,9494;5,81;5,7635;5,7635;50;
-764891095;TVN;SPORT;PRE;SANDWICH BEFORE;2021-05-03;19:31:00;58300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;5,6184;5,5742;5,53;5,53;5,53;50;
-764891099;TVN;POGODA;PRE;REGULAR BEFORE;2021-05-03;19:39:00;54800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;5,4457;5,4028;5,36;5,3171;5,3171;50;
-764891103;TVN;UWAGA!;PRE;REGULAR BEFORE;2021-05-03;19:49:00;48300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,9276;4,8888;4,85;4,8112;4,8112;50;
-764891107;TVN;NA WSPÓLNEJ 19 /1;MIDDLE;SANDWICH AFTER;2021-05-03;20:30:00;44100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,3911;4,2905;4,19;4,1564;4,1564;50;
-764891109;TVN;NA WSPÓLNEJ 19 /2;MIDDLE;SANDWICH BEFORE;2021-05-03;20:36:00;44100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,257;4,2235;4,19;4,19;4,19;50;
-764891113;TVN;MILIONERZY /1;MIDDLE;REGULAR MIDDLE;2021-05-03;21:05:00;33800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,5946;3,5123;3,43;3,4025;3,4025;50;
-764891118;TVN;TOTALNE REMONTY SZELĄGOWSKIEJ  /1;MIDDLE;REGULAR MIDDLE;2021-05-03;21:40:00;37000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,2802;3,2051;3,13;3,1049;3,1049;50;
-764891121;TVN;TOTALNE REMONTY SZELĄGOWSKIEJ  /2;MIDDLE;REGULAR MIDDLE;2021-05-03;22:06:00;25800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,3684;2,3142;2,26;2,2419;2,2419;50;
-764891127;TVN;MORDERSTWO W BIAŁYM DOMU /1;MIDDLE;REGULAR MIDDLE;2021-05-03;22:50:00;16900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,7816;1,7408;1,7;1,6864;1,6864;50;
-764891130;TVN;MORDERSTWO W BIAŁYM DOMU /2;MIDDLE;SANDWICH AFTER;2021-05-03;23:38:00;4700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,744;0,727;0,71;0,7043;0,7043;50;
-764891132;TVN;MORDERSTWO W BIAŁYM DOMU /3;MIDDLE;SANDWICH BEFORE;2021-05-03;23:43:00;4700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7213;0,7156;0,71;0,71;0,71;50;
-764891136;TVN;CO ZA TYDZIEŃ;PRE;REGULAR BEFORE;2021-05-03;00:30:00;1500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2946;0,2923;0,29;0,2876;0,2876;50;
-764891138;TVN;CO ZA TYDZIEŃ /1;MIDDLE;SANDWICH AFTER;2021-05-03;00:50:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,22;0,215;0,21;0,2083;0,2083;50;
-764891140;TVN;CO ZA TYDZIEŃ /2;MIDDLE;SANDWICH BEFORE;2021-05-03;00:55:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2133;0,2116;0,21;0,21;0,21;50;
-764891144;TVN;STRZELEC;PRE;REGULAR BEFORE;2021-05-03;01:21:00;800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2032;0,2016;0,2;0,1984;0,1984;50;
-764891146;TVN;STRZELEC /1;MIDDLE;REGULAR MIDDLE;2021-05-03;01:37:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1676;0,1638;0,16;0,1587;0,1587;50;
-764891149;TVN;STRZELEC /2;MIDDLE;REGULAR MIDDLE;2021-05-04;02:09:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1781;0,174;0,17;0,1686;0,1686;50;
-764891154;TVN;UWAGA!;PRE;REGULAR BEFORE;2021-05-04;02:21:00;800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1219;0,1209;0,12;0,119;0,119;50;
-764891155;TVN;NOC MAGII (TVN) /1;MIDDLE;REGULAR MIDDLE;2021-05-04;03:15:00;400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0733;0,0716;0,07;0,0694;0,0694;50;
-764891157;TVN;NOC MAGII (TVN) /2;POST;REGULAR AFTER;2021-05-04;03:57:00;400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0448;0,0435;0,04;0,0384;0,0384;50;
-764891187;TVN;UWAGA!;PRE;REGULAR BEFORE;2021-05-04;05:38:00;500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0406;0,0403;0,04;0,0396;0,0396;50;
-764891189;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-04;05:54:00;1400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0914;0,0907;0,09;0,0892;0,0892;50;
-764891191;TVN;UKRYTA PRAWDA /1;MIDDLE;REGULAR MIDDLE;2021-05-04;06:10:00;1200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1152;0,1126;0,11;0,1091;0,1091;50;
-764891194;TVN;UKRYTA PRAWDA /2;MIDDLE;REGULAR MIDDLE;2021-05-04;06:35:00;2100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2305;0,2252;0,22;0,2182;0,2182;50;
-764891199;TVN;KUCHENNE REWOLUCJE 9;PRE;REGULAR BEFORE;2021-05-04;06:55:00;2500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2235;0,2217;0,22;0,2182;0,2182;50;
-764891201;TVN;KUCHENNE REWOLUCJE 9 /1;MIDDLE;REGULAR MIDDLE;2021-05-04;07:10:00;3300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3563;0,3481;0,34;0,3372;0,3372;50;
-764891204;TVN;KUCHENNE REWOLUCJE 9 /2;MIDDLE;REGULAR MIDDLE;2021-05-04;07:36:00;4700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,5659;0,5529;0,54;0,5356;0,5356;50;
-764891209;TVN;DZIEŃ DOBRY TVN;PRE;REGULAR BEFORE;2021-05-04;07:58:00;6100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,5994;0,5947;0,59;0,5852;0,5852;50;
-764891211;TVN;DZIEŃ DOBRY TVN /1;MIDDLE;REGULAR MIDDLE;2021-05-04;08:15:00;7200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,786;0,768;0,75;0,744;0,744;50;
-764891218;TVN;DZIEŃ DOBRY TVN /2;MIDDLE;REGULAR MIDDLE;2021-05-04;08:44:00;8800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9432;0,9216;0,9;0,8928;0,8928;50;
-764891221;TVN;DZIEŃ DOBRY TVN /3;MIDDLE;REGULAR MIDDLE;2021-05-04;09:15:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1737;1,1468;1,12;1,111;1,111;50;
-764891228;TVN;DZIEŃ DOBRY TVN /4;MIDDLE;REGULAR MIDDLE;2021-05-04;09:45:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2156;1,1878;1,16;1,1507;1,1507;50;
-764891231;TVN;DZIEŃ DOBRY TVN /5;MIDDLE;REGULAR MIDDLE;2021-05-04;10:16:00;11400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2785;1,2492;1,22;1,2102;1,2102;50;
-764891238;TVN;DZIEŃ DOBRY TVN /6;MIDDLE;REGULAR MIDDLE;2021-05-04;10:48:00;12700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3204;1,2902;1,26;1,2499;1,2499;50;
-764891246;TVN;DZIEŃ DOBRY TVN /7;POST;REGULAR AFTER;2021-05-04;11:22:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1984;1,1641;1,07;1,0272;1,0272;50;
-764891251;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-04;11:42:00;6200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7721;0,766;0,76;0,7539;0,7539;50;
-764891253;TVN;UKRYTA PRAWDA /1;MIDDLE;REGULAR MIDDLE;2021-05-04;11:52:00;5900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7336;0,7168;0,7;0,6944;0,6944;50;
-764891256;TVN;UKRYTA PRAWDA /2;MIDDLE;SANDWICH AFTER;2021-05-04;12:21:00;8400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9117;0,8908;0,87;0,863;0,863;50;
-764891258;TVN;UKRYTA PRAWDA /3;MIDDLE;SANDWICH BEFORE;2021-05-04;12:26:00;8400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8839;0,8769;0,87;0,87;0,87;50;
-764891262;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-04;12:45:00;8800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9347;0,9273;0,92;0,9126;0,9126;50;
-764891264;TVN;UKRYTA PRAWDA /1;MIDDLE;REGULAR MIDDLE;2021-05-04;13:00:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9851;0,9625;0,94;0,9324;0,9324;50;
-764891267;TVN;UKRYTA PRAWDA /2;MIDDLE;REGULAR MIDDLE;2021-05-04;13:26:00;11700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2156;1,1878;1,16;1,1507;1,1507;50;
-764891272;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-04;13:46:00;12900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2192;1,2096;1,2;1,1904;1,1904;50;
-764891274;TVN;UKRYTA PRAWDA /1;MIDDLE;REGULAR MIDDLE;2021-05-04;14:00:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0375;1,0137;0,99;0,982;0,982;50;
-764891277;TVN;UKRYTA PRAWDA /2;MIDDLE;REGULAR MIDDLE;2021-05-04;14:26:00;11000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1737;1,1468;1,12;1,111;1,111;50;
-764891282;TVN;SZPITAL;PRE;REGULAR BEFORE;2021-05-04;14:48:00;9500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9144;0,9072;0,9;0,8928;0,8928;50;
-764891284;TVN;SZPITAL /1;MIDDLE;REGULAR MIDDLE;2021-05-04;15:05:00;8800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8698;0,8499;0,83;0,8233;0,8233;50;
-764891287;TVN;SZPITAL /2;MIDDLE;REGULAR MIDDLE;2021-05-04;15:31:00;9400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0375;1,0137;0,99;0,982;0,982;50;
-764891292;TVN;LAB;PRE;REGULAR BEFORE;2021-05-04;15:53:00;8500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,894;0,887;0,88;0,8729;0,8729;50;
