,blockId,channel,progBefore,progAfter,xDateTime,copyNumber,grp,week,channelGroup,timeband,eqNetPrice,available,progBeforeWeek,progAfterWeek,channelGroup_TVP,timeband_Off,timeband_Peak,week_24,week_25,week_26,week_27,order,bonusCurrent1,grpOpt1,cppOpt1,bannedBy,bannedReason,grpOpt2,cppOpt2,dropable,malusCurrent3,grpOpt3,cppOpt3,time_diff
11480,29991681,TVP2,Familiada - odc. 2766,UNKNOWN,2023-06-12 16:33:00,1,1.9442159739774183,25,TVP,Off,4300,0,Familiada - odc. 2766|25,UNKNOWN|25,True,True,False,False,True,False,False,558,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.5288549882809247,8130.773265422742,0 days 02:29:00
11488,29991704,TVP2,UNKNOWN,Masz talent,2023-06-12 21:49:00,1,4.445995650425038,25,TVP,Peak,11900,0,UNKNOWN|25,Masz talent|25,True,False,True,False,True,False,False,463,0.0,0.0,inf,,,0.0,inf,1,0.26274864717231666,1.168179342483183,10186.792016630196,0 days 05:16:00
11530,29991814,TVP2,"Na sygnale - odc. 446 ""Na zimno""",UNKNOWN,2023-06-13 14:33:00,1,0.47414681105107676,25,TVP,Off,933,0,"Na sygnale - odc. 446 ""Na zimno""|25",UNKNOWN|25,True,True,False,False,True,False,False,426,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.1289748204716517,7233.970139195276,0 days 16:44:00
11546,29991856,TVP2,UNKNOWN,La Bandida - odc. 51,2023-06-13 22:33:00,1,1.2104046505097745,25,TVP,Peak,3000,0,UNKNOWN|25,La Bandida - odc. 51|25,True,False,True,False,True,False,False,381,0.0,0.0,inf,,,0.0,inf,1,0.26274864717231666,0.318032184452524,9433.007559169979,0 days 08:00:00
11584,29991959,TVP2,Va Banque s.I - odc. 165,UNKNOWN,2023-06-14 14:03:00,1,0.44785073894118504,25,TVP,Off,866,0,Va Banque s.I - odc. 165|25,UNKNOWN|25,True,True,False,False,True,False,False,379,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.12182190685832459,7108.737848005723,0 days 15:30:00
11592,29991977,TVP2,Familiada - odc. 2769,UNKNOWN,2023-06-14 16:33:00,1,1.7148726451284892,25,TVP,Off,3466,0,Familiada - odc. 2769|25,UNKNOWN|25,True,True,False,False,True,False,False,526,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.4664702711949013,7430.269867191238,0 days 02:30:00
11601,29992006,TVP2,La Bandida - odc. 52,UNKNOWN,2023-06-14 21:49:00,1,2.8632534515391006,25,TVP,Peak,7800,0,La Bandida - odc. 52|25,UNKNOWN|25,True,False,True,False,True,False,False,491,0.0,0.0,inf,,,0.0,inf,1,0.26274864717231666,0.752315970903365,10367.984067431038,0 days 05:16:00
11638,29992107,TVP2,UNKNOWN,Akacjowa 38 - odc. 111,2023-06-15 14:00:00,1,0.5071660092503874,25,TVP,Off,1033,0,UNKNOWN|25,Akacjowa 38 - odc. 111|25,True,True,False,False,True,False,False,527,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.1379565220472323,7487.866355795276,0 days 16:11:00
11696,29992261,TVP2,Va Banque s.I - odc. 167,UNKNOWN,2023-06-16 14:04:00,1,0.41529301821267794,25,TVP,Off,833,0,Va Banque s.I - odc. 167|25,UNKNOWN|25,True,True,False,False,True,False,False,524,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.11296573385862253,7373.917484062076,1 days 00:04:00
11704,29992279,TVP2,Familiada - odc. 2771,UNKNOWN,2023-06-16 16:33:00,1,1.5887532419036288,25,TVP,Off,3366,0,Familiada - odc. 2771|25,UNKNOWN|25,True,True,False,False,True,False,False,536,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.43216396139844887,7788.710537333763,0 days 02:29:00
11713,29992308,TVP2,Program rozrywkowy,UNKNOWN,2023-06-16 21:04:00,1,1.7513527858039535,25,TVP,Peak,4866,0,Program rozrywkowy|25,UNKNOWN|25,True,False,True,False,True,False,False,517,0.0,0.0,inf,,,0.0,inf,1,0.26274864717231666,0.46016557519145684,10574.45463619361,0 days 04:31:00
11729,29992339,TVP2,UNKNOWN,Dla niesłyszących - Barwy szczęścia - odc. 2779,2023-06-17 06:55:00,1,0.20361388171601458,25,TVP,Off,466,0,UNKNOWN|25,Dla niesłyszących - Barwy szczęścia - odc. 2779|25,True,True,False,False,True,False,False,573,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.055385933697717465,8413.688618906583,0 days 09:51:00
11749,29992393,TVP2,UNKNOWN,Program rozrywkowy,2023-06-17 13:43:00,1,0.5214527775979421,25,TVP,Off,1066,0,UNKNOWN|25,Program rozrywkowy|25,True,True,False,False,True,False,False,529,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.14184273057969346,7515.365755040048,0 days 06:48:00
11755,29992405,TVP2,UNKNOWN,Szansa na sukces. Opole 2023 - odc. (7) Universe,2023-06-17 16:07:00,1,1.0326528022534127,25,TVP,Off,1933,0,UNKNOWN|25,Szansa na sukces. Opole 2023 - odc. (7) Universe|25,True,True,False,False,True,False,False,313,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.2808965634186975,6881.536664151771,0 days 02:24:00
11770,29992454,TVP2,"Zostań, jeśli kochasz",UNKNOWN,2023-06-17 22:03:00,1,2.622170564448319,25,TVP,Peak,7166,0,"Zostań, jeśli kochasz|25",UNKNOWN|25,True,False,True,False,True,False,False,503,0.0,0.0,inf,,,0.0,inf,1,0.26274864717231666,0.6889717684638658,10401.006729168805,0 days 05:56:00
11773,29992583,TVP2,Kołysanka,UNKNOWN,2023-06-18 00:10:00,1,0.3988413951529323,25,TVP,Off,900,0,Kołysanka|25,UNKNOWN|25,True,True,False,False,True,False,False,567,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.10849065339589765,8295.645494140157,0 days 02:07:00
11786,29992494,TVP2,Pytanie na śniadanie,UNKNOWN,2023-06-18 08:51:00,1,1.0803758924525124,25,TVP,Off,2400,0,Pytanie na śniadanie|25,UNKNOWN|25,True,True,False,False,True,False,False,561,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.29387793721964517,8166.655934454288,0 days 08:41:00
11805,29992539,TVP2,Szansa na sukces. Opole 2023 - odc. (8) Piotr Cugo,UNKNOWN,2023-06-18 15:12:00,1,2.0655918372587863,25,TVP,Off,4533,0,Szansa na sukces. Opole 2023 - odc. (8) Piotr Cugo|25,UNKNOWN|25,True,True,False,False,True,False,False,553,0.0,0.0,inf,,,0.0,inf,1,0.27201452686298483,0.5618709863039923,8067.688331476657,0 days 06:21:00
11820,29992724,TVP2,UNKNOWN,Przyjaźń bez granic,2023-06-19 00:28:00,1,0.2510571711412938,26,TVP,Off,566,0,UNKNOWN|26,Przyjaźń bez granic|26,True,True,False,False,False,True,False,566,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.06980660727676621,8108.115006305173,0 days 09:16:00
11849,29992654,TVP2,Dla niesłyszących - Okrasa łamie przepisy - Kuchni,UNKNOWN,2023-06-19 11:13:00,1,0.7323583118147104,26,TVP,Off,1400,0,Dla niesłyszących - Okrasa łamie przepisy - Kuchni|26,UNKNOWN|26,True,True,False,False,False,True,False,282,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.2036326977887955,6875.12376549692,0 days 10:45:00
11857,29992673,TVP2,Va Banque s.I - odc. 170,UNKNOWN,2023-06-19 14:04:00,1,0.4407565226938233,26,TVP,Off,733,0,Va Banque s.I - odc. 170|26,UNKNOWN|26,True,True,False,False,False,True,False,135,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.12255263350770768,5981.103620705952,0 days 02:51:00
11865,29992691,TVP2,Familiada - odc. 2774,UNKNOWN,2023-06-19 16:33:00,1,1.9442159739774183,26,TVP,Off,4300,0,Familiada - odc. 2774|26,UNKNOWN|26,True,True,False,False,False,True,False,559,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.5405904971353122,7954.264869224461,0 days 02:29:00
11875,29992719,TVP2,UNKNOWN,La Bandida - odc. 55,2023-06-19 22:37:00,1,1.1700127884990668,26,TVP,Peak,3200,0,UNKNOWN|26,La Bandida - odc. 55|26,True,False,True,False,False,True,False,450,0.0,0.0,inf,,,0.0,inf,1,0.26878476096392356,0.31448160768145533,10175.475836543495,0 days 06:04:00
11914,29992824,TVP2,"Na sygnale - odc. 451 ""Małe, wielkie kłamstewka""",UNKNOWN,2023-06-20 14:33:00,1,0.47414681105107676,26,TVP,Off,933,0,"Na sygnale - odc. 451 ""Małe, wielkie kłamstewka""|26",UNKNOWN|26,True,True,False,False,False,True,False,342,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.13183682457708354,7076.930159634459,0 days 15:56:00
11930,29992866,TVP2,UNKNOWN,La Bandida - odc. 56,2023-06-20 22:32:00,1,1.213227204273741,26,TVP,Peak,3000,0,UNKNOWN|26,La Bandida - odc. 56|26,True,False,True,False,False,True,False,354,0.0,0.0,inf,,,0.0,inf,1,0.26878476096392356,0.32609698409564675,9199.717097414421,0 days 07:59:00
11960,29992943,TVP2,UNKNOWN,Pytanie na śniadanie,2023-06-21 11:07:00,1,1.0555653145811483,26,TVP,Off,2366,0,UNKNOWN|26,Pytanie na śniadanie|26,True,True,False,False,False,True,False,564,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.29350061197205396,8061.311981950081,0 days 12:35:00
11973,29992977,TVP2,M jak miłość - odc. 1690,UNKNOWN,2023-06-21 15:02:00,1,0.6466390002880966,26,TVP,Off,1233,0,M jak miłość - odc. 1690|26,UNKNOWN|26,True,True,False,False,False,True,False,273,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.17979838830234998,6857.681048433984,0 days 03:55:00
11988,30126431,TVP2,UNKNOWN,St. Liga Narodów Siatkówka M Niemcy - Polska,2023-06-21 22:01:00,1,2.9734435392900274,26,TVP,Peak,8200,0,UNKNOWN|26,St. Liga Narodów Siatkówka M Niemcy - Polska|26,True,False,True,False,False,True,False,474,0.0,0.0,inf,,,0.0,inf,1,0.26878476096392356,0.7992163109477929,10260.050861919468,0 days 06:59:00
12026,29993117,TVP2,UNKNOWN,Akacjowa 38 - odc. 116,2023-06-22 14:00:00,1,0.5071660092503874,26,TVP,Off,1033,0,UNKNOWN|26,Akacjowa 38 - odc. 116|26,True,True,False,False,False,True,False,391,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.1410178337903028,7325.314623227711,0 days 15:59:00
12046,29993176,TVP2,La Bandida - odc. 59,UNKNOWN,2023-06-22 22:03:00,1,0.9460202807184944,26,TVP,Peak,2633,0,La Bandida - odc. 59|26,UNKNOWN|26,True,False,True,False,False,True,False,509,0.0,0.0,inf,,,0.0,inf,1,0.26878476096392356,0.2542758350199444,10354.896680581063,0 days 08:03:00
12086,29993271,TVP2,Va Banque s.I - odc. 174,UNKNOWN,2023-06-23 14:04:00,1,0.41529301821267794,26,TVP,Off,833,0,Va Banque s.I - odc. 174|26,UNKNOWN|26,True,True,False,False,False,True,False,367,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.11547248977341414,7213.839431665101,0 days 16:01:00
12094,29993289,TVP2,Familiada - odc. 2778,UNKNOWN,2023-06-23 16:33:00,1,1.5887532419036288,26,TVP,Off,3366,0,Familiada - odc. 2778|26,UNKNOWN|26,True,True,False,False,False,True,False,519,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.44175385675336354,7619.627873173902,0 days 02:29:00
12103,29993318,TVP2,Program rozrywkowy,UNKNOWN,2023-06-23 21:04:00,1,1.7513527858039535,26,TVP,Peak,4866,0,Program rozrywkowy|26,UNKNOWN|26,True,False,True,False,False,True,False,497,0.0,0.0,inf,,,0.0,inf,1,0.26878476096392356,0.4707369398958173,10336.983541331885,0 days 04:31:00
12116,29993349,TVP2,UNKNOWN,Dla niesłyszących - Barwy szczęścia - odc. 2784,2023-06-24 06:56:00,1,0.20361388171601458,26,TVP,Off,466,0,UNKNOWN|26,Dla niesłyszących - Barwy szczęścia - odc. 2784|26,True,True,False,False,False,True,False,574,0.0,0.0,inf,,,0.20361388171601458,2288.6455288443544,1,0.27805064065459173,0.056614970257306114,8231.038502397925,0 days 09:52:00
12136,29993403,TVP2,UNKNOWN,Program rozrywkowy,2023-06-24 13:43:00,1,0.5214527775979421,26,TVP,Off,1066,0,UNKNOWN|26,Program rozrywkowy|26,True,True,False,False,False,True,False,410,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.14499027888222413,7352.217046674652,0 days 06:47:00
12142,29993415,TVP2,UNKNOWN,Szansa na sukces. Opole 2023 - odc. (9) Krystyna P,2023-06-24 16:07:00,1,1.0326528022534127,26,TVP,Off,1933,0,UNKNOWN|26,Szansa na sukces. Opole 2023 - odc. (9) Krystyna P|26,True,True,False,False,False,True,False,244,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.28712977324032085,6732.147551908957,0 days 02:24:00
12157,29993464,TVP2,Dorwać Gringo,UNKNOWN,2023-06-24 22:03:00,1,2.622170564448319,26,TVP,Peak,7166,0,Dorwać Gringo|26,UNKNOWN|26,True,False,True,False,False,True,False,432,0.0,0.0,inf,,,0.0,inf,1,0.26878476096392356,0.7047994883718779,10167.430763256963,0 days 05:56:00
12161,29993593,TVP2,Wszystko będzie dobrze,UNKNOWN,2023-06-25 00:09:00,1,0.3988413951529323,26,TVP,Off,900,0,Wszystko będzie dobrze|26,UNKNOWN|26,True,True,False,False,False,True,False,568,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.110898105441844,8115.557938651787,0 days 02:06:00
12175,29993504,TVP2,Pytanie na śniadanie,UNKNOWN,2023-06-25 08:51:00,1,1.0803758924525124,26,TVP,Off,2400,0,Pytanie na śniadanie|26,UNKNOWN|26,True,True,False,False,False,True,False,562,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.30039920904419737,7989.368572694514,0 days 08:42:00
12194,29993549,TVP2,Szansa na sukces. Opole 2023 - odc. (10) Robert Ch,UNKNOWN,2023-06-25 15:12:00,1,2.0655918372587863,26,TVP,Off,4533,0,Szansa na sukces. Opole 2023 - odc. (10) Robert Ch|26,UNKNOWN|26,True,True,False,False,False,True,False,554,0.0,0.0,inf,,,0.0,inf,1,0.27805064065459173,0.5743391336807007,7892.5494262421025,0 days 06:21:00
12239,29993664,TVP2,Dla niesłyszących - Okrasa łamie przepisy,UNKNOWN,2023-06-26 11:14:00,1,0.7323583118147104,27,TVP,Off,1400,0,Dla niesłyszących - Okrasa łamie przepisy|27,UNKNOWN|27,True,True,False,False,False,False,True,228,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.2059816864157339,6796.7207394077395,0 days 20:02:00
12247,29993683,TVP2,Va Banque s.I - odc. 177,UNKNOWN,2023-06-26 14:03:00,1,0.4407565226938233,27,TVP,Off,733,0,Va Banque s.I - odc. 177|27,UNKNOWN|27,True,True,False,False,False,False,True,120,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.12396632956652791,5912.895885222022,0 days 02:49:00
12255,29993701,TVP2,Familiada - odc. 2781,UNKNOWN,2023-06-26 16:33:00,1,1.9324805325204042,27,TVP,Off,4233,0,Familiada - odc. 2781|27,UNKNOWN|27,True,True,False,False,False,False,True,500,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.5435257477556122,7788.039513269391,0 days 02:30:00
12258,29993714,TVP2,Akacjowa 38 - odc. 119,UNKNOWN,2023-06-26 18:46:00,1,2.889105993054386,27,TVP,Peak,8833,0,Akacjowa 38 - odc. 119|27,UNKNOWN|27,True,False,True,False,False,False,True,480,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.2719921917925815,0.7858142713719451,11240.569587236632,0 days 02:13:00
12264,29993730,TVP2,La Bandida - odc. 60,UNKNOWN,2023-06-26 22:02:00,1,2.9051863797951487,27,TVP,Peak,8000,0,La Bandida - odc. 60|27,UNKNOWN|27,True,False,True,False,False,False,True,394,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.2719921917925815,0.7901880110064375,10124.172840601128,0 days 03:16:00
12304,29993834,TVP2,"Na sygnale - odc. 456 ""Prędzej trupem padnę""",UNKNOWN,2023-06-27 14:33:00,1,0.47414681105107676,27,TVP,Off,933,0,"Na sygnale - odc. 456 ""Prędzej trupem padnę""|27",UNKNOWN|27,True,True,False,False,False,False,True,260,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.1333576176761586,6996.2257594138155,0 days 16:31:00
12320,29993877,TVP2,UNKNOWN,La Bandida - odc. 61,2023-06-27 22:29:00,1,1.213227204273741,27,TVP,Peak,3000,0,UNKNOWN|27,La Bandida - odc. 61|27,True,False,True,False,False,False,True,301,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.2719921917925815,0.32998832643280085,9091.23068815867,0 days 07:56:00
12352,29993954,TVP2,UNKNOWN,Pytanie na śniadanie,2023-06-28 11:06:00,1,1.0555653145811483,27,TVP,Off,2366,0,UNKNOWN|27,Pytanie na śniadanie|27,True,True,False,False,False,False,True,513,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.29688626470370355,7969.38181818987,0 days 12:37:00
12361,29993980,TVP2,Va Banque s.I - odc. 179,UNKNOWN,2023-06-28 14:03:00,1,0.44785073894118504,27,TVP,Off,866,0,Va Banque s.I - odc. 179|27,UNKNOWN|27,True,True,False,False,False,False,True,249,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.125961635146946,6875.10922662865,0 days 02:57:00
12369,29993998,TVP2,Familiada - odc. 2783,UNKNOWN,2023-06-28 16:33:00,1,1.7148726451284892,27,TVP,Off,3466,0,Familiada - odc. 2783|27,UNKNOWN|27,True,True,False,False,False,False,True,286,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.48232177300821805,7186.07409817459,0 days 02:30:00
12378,29994027,TVP2,La Bandida - odc. 62,UNKNOWN,2023-06-28 22:01:00,1,3.094398892393849,27,TVP,Peak,7800,0,La Bandida - odc. 62|27,UNKNOWN|27,True,False,True,False,False,False,True,319,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.2719921917925815,0.8416523370227396,9267.48451455825,0 days 05:28:00
12414,29994128,TVP2,UNKNOWN,Akacjowa 38 - odc. 121,2023-06-29 13:59:00,1,0.5071660092503874,27,TVP,Off,1033,0,UNKNOWN|27,Akacjowa 38 - odc. 121|27,True,True,False,False,False,False,True,308,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.1426445336836199,7241.777678569543,0 days 15:58:00
12432,29994183,TVP2,Zniewolona: Felix Austria,UNKNOWN,2023-06-29 21:04:00,1,1.739324214375382,27,TVP,Peak,4866,0,Zniewolona: Felix Austria|27,UNKNOWN|27,True,False,True,False,False,False,True,427,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.2719921917925815,0.47308260530587004,10285.730114413958,0 days 07:05:00
12470,29994282,TVP2,Va Banque s.I - odc. 181,UNKNOWN,2023-06-30 14:03:00,1,0.41529301821267794,27,TVP,Off,833,0,Va Banque s.I - odc. 181|27,UNKNOWN|27,True,True,False,False,False,False,True,279,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.11680451340295588,7131.5737357364815,0 days 16:59:00
12478,29994300,TVP2,Familiada - odc. 2785,UNKNOWN,2023-06-30 16:33:00,1,1.5887532419036288,27,TVP,Off,3366,0,Familiada - odc. 2785|27,UNKNOWN|27,True,True,False,False,False,False,True,344,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.28125807148324966,0.4468496728805755,7532.734618113043,0 days 02:30:00
12481,29994313,TVP2,Akacjowa 38 - odc. 123,UNKNOWN,2023-06-30 18:45:00,1,2.7562706955702154,27,TVP,Peak,8033,0,Akacjowa 38 - odc. 123|27,UNKNOWN|27,True,False,True,False,False,False,True,456,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.2719921917925815,0.749684107661806,10715.1797909311,0 days 02:12:00
12486,29994323,TVP2,UNKNOWN,Program rozrywkowy,2023-06-30 21:23:00,1,3.161384229236488,27,TVP,Peak,8800,0,UNKNOWN|27,Program rozrywkowy|27,True,False,True,False,False,False,True,413,0.00013405983644602254,0.0,inf,,,0.0,inf,1,0.2719921917925815,0.8598718256085333,10234.083427227331,0 days 02:38:00
12489,29994339,TVP2,Strzelec,UNKNOWN,2023-06-30 22:33:00,1,0.7828003662217693,27,TVP,Peak,2133,0,Strzelec|27,UNKNOWN|27,True,False,True,False,False,False,True,384,0.00013405983644602254,0.0,inf,12486.0,interval,0.0,inf,1,0.2719921917925815,0.2129155873446945,10018.054697643303,0 days 01:10:00
