,blockId,channel,progBefore,progAfter,xDateTime,copyNumber,grp,week,channelGroup,timeband,eqNetPrice,available,progBeforeWeek,progAfterWeek,channelGroup_TVP,timeband_Off,timeband_Peak,week_24,week_25,week_26,week_27,order,bonusCurrent1,grpOpt1,cppOpt1,bannedBy,bannedReason,grpOpt2,cppOpt2,dropable,malusCurrent3,grpOpt3,cppOpt3,time_diff
1789,18481919280,TV PULS,Plan lotu,Plan lotu,2023-06-05 01:23:00,1,0.24611015794831465,24,Other,Off,300,0,Plan lotu|24,Plan lotu|24,False,True,False,True,False,False,False,283,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.002916933307656781,102847.74054055927,
1806,18481919312,TV PULS,Rodzinny interes,Rodzinny interes,2023-06-05 09:43:00,1,0.35589574860349565,24,Other,Off,366,0,Rodzinny interes|24,Rodzinny interes|24,False,True,False,True,False,False,False,133,0.0,0.0,inf,1806.0,repetition,0.0,inf,1,0.011852145120598246,0.004218128060252581,86768.34718433938,0 days 08:20:00
1814,18481919329,TV PULS,Lekarze na start,Lekarze na start,2023-06-05 13:40:00,1,0.24262559952159307,24,Other,Off,266,0,Lekarze na start|24,Lekarze na start|24,False,True,False,True,False,False,False,166,0.0,0.0,inf,2342.0,repetition,0.0,inf,1,0.011852145120598246,0.0028756338155020737,92501.34650873742,0 days 03:57:00
1828,18481919359,TV PULS,16 przecznic,16 przecznic,2023-06-05 20:37:00,1,1.6761957615497785,24,Other,Peak,2633,0,16 przecznic|24,16 przecznic|24,False,False,True,True,False,False,False,267,0.0,0.0,inf,1981.0,repetition,0.0,inf,-1,0.0025862654299301296,-0.004335087151891599,-607369.5655348245,0 days 06:57:00
1831,18481919364,TV PULS,Pocałunek smoka,Pocałunek smoka,2023-06-05 22:41:00,1,1.0634483651320052,24,Other,Peak,1833,0,Pocałunek smoka|24,Pocałunek smoka|24,False,False,True,True,False,False,False,332,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.002750359743256619,-666458.2713203907,0 days 02:04:00
1875,18481919457,TV PULS,Więźniowie dzielnicy,Więźniowie dzielnicy,2023-06-06 20:24:00,1,1.24139019582846,24,Other,Peak,1866,0,Więźniowie dzielnicy|24,Więźniowie dzielnicy|24,False,False,True,True,False,False,False,227,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.00321056454852534,-581206.1934269727,0 days 21:43:00
1883,18481919469,TV PULS,Dzielnica strachu,Dzielnica strachu,2023-06-07 00:30:00,1,0.2918646743295739,24,Other,Off,300,0,Dzielnica strachu|24,Dzielnica strachu|24,False,True,False,True,False,False,False,131,0.0,0.0,inf,2506.0,repetition,0.0,inf,1,0.011852145120598246,0.0034592224757302556,86724.6909109738,0 days 04:06:00
1898,18481919501,TV PULS,Kobra - oddział specjalny,Kobra - oddział specjalny,2023-06-07 07:47:00,1,0.22191268503321793,24,Other,Off,266,0,Kobra - oddział specjalny|24,Kobra - oddział specjalny|24,False,True,False,True,False,False,False,252,0.0,0.0,inf,2234.0,repetition,0.0,inf,1,0.011852145120598246,0.0026301413471153095,101135.24898262366,0 days 07:17:00
1924,18481919556,TV PULS,Cast Away: Poza światem,Cast Away: Poza światem,2023-06-07 20:36:00,1,1.09885883702219,24,Other,Peak,1700,0,Cast Away: Poza światem|24,Cast Away: Poza światem|24,False,False,True,True,False,False,False,258,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.002841940622563716,-598182.800338182,0 days 12:49:00
1929,18481919563,TV PULS,Atlas chmur,Atlas chmur,2023-06-07 23:14:00,1,0.8151120819978943,24,Other,Off,1233,0,Atlas chmur|24,Atlas chmur|24,False,True,False,True,False,False,False,462,0.0,0.0,inf,1934.0,repetition,0.0,inf,1,0.011852145120598246,0.00966082668539202,127628.82930757875,0 days 02:38:00
1934,18481919569,TV PULS,Atlas chmur,Atlas chmur,2023-06-08 01:21:00,1,0.23741467302640104,24,Other,Off,366,0,Atlas chmur|24,Atlas chmur|24,False,True,False,True,False,False,False,472,0.0,0.0,inf,1934.0,repetition,0.0,inf,1,0.011852145120598246,0.0028138731584682873,130069.82880466069,0 days 02:07:00
1947,18481919594,TV PULS,Klątwa Różowej Pantery,Klątwa Różowej Pantery,2023-06-08 08:26:00,1,0.2474706415670554,24,Other,Off,300,0,Klątwa Różowej Pantery|24,Klątwa Różowej Pantery|24,False,True,False,True,False,False,False,266,0.0,0.0,inf,1996.0,repetition,0.0,inf,1,0.011852145120598246,0.0029330579569402933,102282.32936554514,0 days 07:05:00
1953,18481919603,TV PULS,Igrając z ogniem,Igrając z ogniem,2023-06-08 11:14:00,1,0.41969128313411075,24,Other,Off,600,0,Igrając z ogniem|24,Igrając z ogniem|24,False,True,False,True,False,False,False,428,0.0,0.0,inf,1953.0,repetition,0.0,inf,1,0.011852145120598246,0.004974241993555568,120621.39332532202,0 days 02:48:00
1959,18481919612,TV PULS,Najpiękniejsze baśnie: Królowa dwunastu miesięcy,Najpiękniejsze baśnie: Królowa dwunastu miesięcy,2023-06-08 14:22:00,1,0.404831767404438,24,Other,Off,566,0,Najpiękniejsze baśnie: Królowa dwunastu miesięcy|24,Najpiękniejsze baśnie: Królowa dwunastu miesięcy|24,False,True,False,True,False,False,False,414,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.004798124856705674,117962.74938718617,0 days 03:08:00
1968,18481919626,TV PULS,"Złap mnie, jeśli potrafisz","Złap mnie, jeśli potrafisz",2023-06-08 18:13:00,1,0.7169540177760302,24,Other,Peak,1300,0,"Złap mnie, jeśli potrafisz|24","Złap mnie, jeśli potrafisz|24",False,False,True,True,False,False,False,371,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.0018542333910236584,-701098.3656606005,0 days 03:51:00
1974,18481919634,TV PULS,Narzeczony mimo woli,Narzeczony mimo woli,2023-06-08 21:17:00,1,1.5258800046922578,24,Other,Peak,2600,0,Narzeczony mimo woli|24,Narzeczony mimo woli|24,False,False,True,True,False,False,False,306,0.0,0.0,inf,1974.0,repetition,0.0,inf,-1,0.0025862654299301296,-0.00394633070635721,-658839.8675791709,0 days 03:04:00
1977,18481919639,TV PULS,Zakonnica w przebraniu 2,Zakonnica w przebraniu 2,2023-06-08 23:18:00,1,0.7016845033495303,24,Other,Off,1066,0,Zakonnica w przebraniu 2|24,Zakonnica w przebraniu 2|24,False,True,False,True,False,False,False,469,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.00831646656257354,128179.43678115687,0 days 02:01:00
1981,18481919645,TV PULS,16 przecznic,16 przecznic,2023-06-09 01:25:00,1,0.26369370448574664,24,Other,Off,433,0,16 przecznic|24,16 przecznic|24,False,True,False,True,False,False,False,481,0.0,0.0,inf,1981.0,repetition,0.0,inf,1,0.011852145120598246,0.003125336052953218,138545.1012830592,0 days 02:07:00
1996,18481919671,TV PULS,Klątwa Różowej Pantery,Klątwa Różowej Pantery,2023-06-09 08:11:00,1,0.26061682418059035,24,Other,Off,366,0,Klątwa Różowej Pantery|24,Klątwa Różowej Pantery|24,False,True,False,True,False,False,False,419,0.0,0.0,inf,1996.0,repetition,0.0,inf,1,0.011852145120598246,0.003088868421057795,118489.99378052559,0 days 06:46:00
2001,18481919680,TV PULS,Jak rozmawiać z psem,Jak rozmawiać z psem,2023-06-09 11:30:00,1,0.214158595494547,24,Other,Off,333,0,Jak rozmawiać z psem|24,Jak rozmawiać z psem|24,False,True,False,True,False,False,False,475,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.0025382387526248686,131193.33224884173,0 days 03:19:00
2005,18481919686,TV PULS,Niebo istnieje... naprawdę,Niebo istnieje... naprawdę,2023-06-09 13:39:00,1,0.2961789740316068,24,Other,Off,433,0,Niebo istnieje... naprawdę|24,Niebo istnieje... naprawdę|24,False,True,False,True,False,False,False,435,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.0035103561818925033,123349.30632781572,0 days 02:09:00
2012,18481919695,TV PULS,Fabryka marzeń,Fabryka marzeń,2023-06-09 16:16:00,1,0.33423822021541955,24,Other,Off,466,0,Fabryka marzeń|24,Fabryka marzeń|24,False,True,False,True,False,False,False,409,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.003961439890843627,117633.9949211651,0 days 02:37:00
2016,18481919701,TV PULS,Legalna blondynka,Legalna blondynka,2023-06-09 18:29:00,1,0.7264830505385488,24,Other,Peak,1166,0,Legalna blondynka|24,Legalna blondynka|24,False,False,True,True,False,False,False,275,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.001878877999038032,-620583.1355718579,0 days 02:13:00
2022,18481919710,TV PULS,Ostatnie zlecenie,Ostatnie zlecenie,2023-06-09 21:09:00,1,1.435350945083542,24,Other,Peak,2200,0,Ostatnie zlecenie|24,Ostatnie zlecenie|24,False,False,True,True,False,False,False,242,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.0037121985290871047,-592640.7175590954,0 days 02:40:00
2026,18481919716,TV PULS,Inferno: Piekielna walka,Inferno: Piekielna walka,2023-06-09 23:14:00,1,0.8146473160097379,24,Other,Off,1233,0,Inferno: Piekielna walka|24,Inferno: Piekielna walka|24,False,True,False,True,False,False,False,464,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.009655318211453273,127701.64307349273,0 days 02:05:00
2031,18481919723,TV PULS,Helikopter w ogniu,Helikopter w ogniu,2023-06-10 02:06:00,1,0.21638467432957392,24,Other,Off,300,0,Helikopter w ogniu|24,Helikopter w ogniu|24,False,True,False,True,False,False,False,399,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.0025646225620275,116976.27730562839,0 days 02:52:00
2067,18481919820,TV PULS,Riddick,Riddick,2023-06-10 20:37:00,1,1.1475238894544324,24,Other,Peak,1766,0,Riddick|24,Riddick|24,False,False,True,True,False,False,False,248,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.0029678013653149623,-595053.3012887744,0 days 18:31:00
2072,18481919827,TV PULS,Księgowy,Księgowy,2023-06-10 22:41:00,1,0.9630358961264271,24,Other,Peak,1733,0,Księgowy|24,Księgowy|24,False,False,True,True,False,False,False,366,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.0024906664459335617,-695797.7062040637,0 days 02:04:00
2076,18481919832,TV PULS,UNKNOWN,Zapłata,2023-06-11 00:48:00,1,0.40521370187940087,24,Other,Off,700,0,UNKNOWN|24,Zapłata|24,False,True,False,True,False,False,False,498,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.0048026515995294936,145752.81706226154,0 days 02:07:00
2096,18481919865,TV PULS,Żandarm na emeryturze,Żandarm na emeryturze,2023-06-11 10:19:00,1,0.4742332737336397,24,Other,Off,566,0,Żandarm na emeryturze|24,Żandarm na emeryturze|24,False,True,False,True,False,False,False,237,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.005620681581307491,100699.5311533617,0 days 09:31:00
2101,18481919873,TV PULS,Igrając z ogniem,Igrając z ogniem,2023-06-11 13:14:00,1,0.6014184065518103,24,Other,Off,666,0,Igrając z ogniem|24,Igrając z ogniem|24,False,True,False,True,False,False,False,172,0.0,0.0,inf,1953.0,repetition,0.0,inf,1,0.011852145120598246,0.0071280982326510115,93433.05581134057,0 days 02:55:00
2106,18481919880,TV PULS,Legalna blondynka 2,Legalna blondynka 2,2023-06-11 15:15:00,1,0.5255005881160824,24,Other,Off,733,0,Legalna blondynka 2|24,Legalna blondynka 2|24,False,True,False,True,False,False,False,412,0.0,0.0,inf,,,0.0,inf,1,0.011852145120598246,0.006228309231311535,117688.44043821625,0 days 02:01:00
2112,18481919890,TV PULS,Narzeczony mimo woli,Narzeczony mimo woli,2023-06-11 18:20:00,1,0.741846329050489,24,Other,Peak,1233,0,Narzeczony mimo woli|24,Narzeczony mimo woli|24,False,False,True,True,False,False,False,291,0.0,0.0,inf,1974.0,repetition,0.0,inf,-1,0.0025862654299301296,-0.0019186115151438512,-642652.246308213,0 days 03:05:00
2115,18481919895,TV PULS,Iluzja,Iluzja,2023-06-11 20:29:00,1,1.50397450951824,24,Other,Peak,2133,0,Iluzja|24,Iluzja|24,False,False,True,True,False,False,False,191,0.0,0.0,inf,,,0.0,inf,-1,0.0025862654299301296,-0.003889677281463147,-548374.5425784135,0 days 02:09:00
2124,18481919907,TV PULS,UNKNOWN,"Miasteczko, które bało się zmierzchu",2023-06-12 00:24:00,1,0.305999673026401,25,Other,Off,366,0,UNKNOWN|25,"Miasteczko, które bało się zmierzchu|25",False,True,False,False,True,False,False,199,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.0033865958410556687,108073.12628303192,0 days 03:55:00
2142,18481919944,TV PULS,Rodzinny interes,Rodzinny interes,2023-06-12 09:43:00,1,0.35589574860349565,25,Other,Off,366,0,Rodzinny interes|25,Rodzinny interes|25,False,True,False,False,True,False,False,107,0.0,0.0,inf,1806.0,repetition,0.0,inf,1,0.011067318496002053,0.003938811601167965,92921.42835455015,0 days 09:19:00
2150,18481919962,TV PULS,Lekarze na start,Lekarze na start,2023-06-12 13:40:00,1,0.24262559952159307,25,Other,Off,266,0,Lekarze na start|25,Lekarze na start|25,False,True,False,False,True,False,False,138,0.0,0.0,inf,2342.0,repetition,0.0,inf,1,0.011067318496002053,0.002685214785188914,99060.97697182388,0 days 03:57:00
2164,18481919992,TV PULS,Przynęta,Przynęta,2023-06-12 20:28:00,1,1.2994887952325258,25,Other,Peak,2133,0,Przynęta|25,Przynęta|25,False,False,True,False,True,False,False,281,0.0,0.0,inf,2413.0,repetition,0.0,inf,-1,0.0018014388053339359,-0.002340949542828517,-911168.720630665,0 days 06:48:00
2167,18481919997,TV PULS,Ostatnie zlecenie,Ostatnie zlecenie,2023-06-12 22:40:00,1,1.0388893336726597,25,Other,Peak,1766,0,Ostatnie zlecenie|25,Ostatnie zlecenie|25,False,False,True,False,True,False,False,299,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.0018714955601254447,-943630.3444297921,0 days 02:12:00
2213,18481920090,TV PULS,Pakt z mordercą,UNKNOWN,2023-06-13 21:33:00,1,1.1839313494023322,25,Other,Peak,1800,0,Pakt z mordercą|25,UNKNOWN|25,False,False,True,False,True,False,False,221,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.002132779875664732,-843968.9536356801,0 days 22:53:00
2234,18481920133,TV PULS,Kobra - oddział specjalny,Kobra - oddział specjalny,2023-06-14 07:36:00,1,0.20480859940406573,25,Other,Off,266,0,Kobra - oddział specjalny|25,Kobra - oddział specjalny|25,False,True,False,False,True,False,False,323,0.0,0.0,inf,2234.0,repetition,0.0,inf,1,0.011067318496002053,0.002266682000324892,117352.14730688876,0 days 10:03:00
2243,18481920151,TV PULS,Zaklinaczka duchów,Zaklinaczka duchów,2023-06-14 12:09:00,1,0.35418112388262324,25,Other,Off,500,0,Zaklinaczka duchów|25,Zaklinaczka duchów|25,False,True,False,False,True,False,False,417,0.0,0.0,inf,2243.0,repetition,0.0,inf,1,0.011067318496002053,0.003919835303280951,127556.37962173916,0 days 04:33:00
2260,18481920188,TV PULS,Karbala,Karbala,2023-06-14 20:20:00,1,1.148886256766221,25,Other,Peak,1766,0,Karbala|25,Karbala|25,False,False,True,False,True,False,False,232,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.0020696482858535187,-853285.0784700867,0 days 08:11:00
2263,18481920193,TV PULS,Tajny front,Tajny front,2023-06-14 22:33:00,1,1.0844299243278406,25,Other,Peak,1966,0,Tajny front|25,Tajny front|25,False,False,True,False,True,False,False,363,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.0019535341473495157,-1006381.1798055322,0 days 02:13:00
2309,18481920286,TV PULS,Mystery St. Tropez,UNKNOWN,2023-06-15 21:41:00,1,0.981287580994493,25,Other,Peak,1466,0,Mystery St. Tropez|25,UNKNOWN|25,False,False,True,False,True,False,False,204,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.0017677295275957473,-829312.3903371555,0 days 23:08:00
2342,18481920353,TV PULS,Lekarze na start,Lekarze na start,2023-06-16 13:40:00,1,0.27506682418059036,25,Other,Off,366,0,Lekarze na start|25,Lekarze na start|25,False,True,False,False,True,False,False,357,0.0,0.0,inf,2342.0,repetition,0.0,inf,1,0.011067318496002053,0.0030442521508903925,120226.57186690372,0 days 15:59:00
2354,18481920380,TV PULS,Lombard. Życie pod zastaw,Lombard. Życie pod zastaw,2023-06-16 19:37:00,1,0.9199694504828966,25,Other,Peak,1066,0,Lombard. Życie pod zastaw|25,Lombard. Życie pod zastaw|25,False,False,True,False,True,False,False,86,0.0,0.0,inf,2354.0,repetition,0.0,inf,-1,0.0018014388053339359,-0.0016572686678216267,-643227.0281204245,0 days 05:57:00
2359,18481920388,TV PULS,Riddick,Riddick,2023-06-16 22:32:00,1,0.8447392490945903,25,Other,Peak,1133,0,Riddick|25,Riddick|25,False,False,True,False,True,False,False,156,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.0015217460637076449,-744539.4649088245,0 days 02:55:00
2364,18481920395,TV PULS,Largo Winch,Largo Winch,2023-06-17 00:34:00,1,0.5034248305403247,25,Other,Off,733,0,Largo Winch|25,Largo Winch|25,False,True,False,False,True,False,False,431,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.005571562938385635,131560.92968993497,0 days 02:02:00
2367,18481920400,TV PULS,Biesiada na cztery pory roku,Biesiada na cztery pory roku,2023-06-17 02:43:00,1,0.2154301005205758,25,Other,Off,333,0,Biesiada na cztery pory roku|25,Biesiada na cztery pory roku|25,False,True,False,False,True,False,False,452,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.00238423353608695,139667.52625521997,0 days 02:09:00
2403,18481920478,TV PULS,Umysł przestępcy,Umysł przestępcy,2023-06-17 20:22:00,1,1.2769523456794765,25,Other,Peak,1933,0,Umysł przestępcy|25,Umysł przestępcy|25,False,False,True,False,True,False,False,215,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.002300351508069203,-840306.3589279279,0 days 17:39:00
2407,18481920484,TV PULS,Iluzja,Iluzja,2023-06-17 22:38:00,1,1.234378681680221,25,Other,Peak,2466,0,Iluzja|25,Iluzja|25,False,False,True,False,True,False,False,407,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.002223657657655696,-1108983.65650394,0 days 02:16:00
2413,18481920493,TV PULS,Przynęta,Przynęta,2023-06-18 01:23:00,1,0.3584647252414483,25,Other,Off,533,0,Przynęta|25,Przynęta|25,False,True,False,False,True,False,False,443,0.0,0.0,inf,2413.0,repetition,0.0,inf,1,0.011067318496002053,0.003967243283828975,134350.21798954977,0 days 02:45:00
2427,18481920517,TV PULS,Żandarm na emeryturze,Żandarm na emeryturze,2023-06-18 08:15:00,1,0.26024467432957393,25,Other,Off,300,0,Żandarm na emeryturze|25,Żandarm na emeryturze|25,False,True,False,False,True,False,False,169,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.002880210697693724,104159.0465031671,0 days 06:52:00
2432,18481920524,TV PULS,Dwa światy,Dwa światy,2023-06-18 10:32:00,1,0.4522703158966293,25,Other,Off,600,0,Dwa światy|25,Dwa światy|25,False,True,False,False,True,False,False,346,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.005005419632315457,119870.06965936361,0 days 02:17:00
2436,18481920530,TV PULS,Power Rangers,Power Rangers,2023-06-18 12:36:00,1,0.3231451507808637,25,Other,Off,500,0,Power Rangers|25,Power Rangers|25,False,True,False,False,True,False,False,455,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.003576350304130425,139807.33358880875,0 days 02:04:00
2441,18481920537,TV PULS,Legalna blondynka 2,UNKNOWN,2023-06-18 15:02:00,1,0.5074780577059997,25,Other,Off,600,0,Legalna blondynka 2|25,UNKNOWN|25,False,True,False,False,True,False,False,189,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.0056164212943648085,106829.59282310342,0 days 02:26:00
2445,18481920543,TV PULS,Człowiek w żelaznej masce,Człowiek w żelaznej masce,2023-06-18 17:08:00,1,0.8166269220948202,25,Other,Off,1300,0,Człowiek w żelaznej masce|25,Człowiek w żelaznej masce|25,False,True,False,False,True,False,False,478,0.0,0.0,inf,,,0.0,inf,1,0.011067318496002053,0.009037870239233232,143839.19724325355,0 days 02:06:00
2449,18481920549,TV PULS,Dirty Dancing,Dirty Dancing,2023-06-18 19:26:00,1,1.0125214724467062,25,Other,Peak,1566,0,Dirty Dancing|25,Dirty Dancing|25,False,False,True,False,True,False,False,239,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.001823995471699352,-858554.7630450054,0 days 02:18:00
2454,18481920556,TV PULS,Iluzja 2,Iluzja 2,2023-06-18 21:30:00,1,1.8311558544248943,25,Other,Peak,2833,0,Iluzja 2|25,Iluzja 2|25,False,False,True,False,True,False,False,245,0.0,0.0,inf,,,0.0,inf,-1,0.0018014388053339359,-0.0032987152147754242,-858819.2115859477,0 days 02:04:00
2461,18481920566,TV PULS,Pakt z mordercą,Pakt z mordercą,2023-06-19 01:23:00,1,0.2902335439310862,26,Other,Off,400,0,Pakt z mordercą|26,Pakt z mordercą|26,False,True,False,False,False,True,False,335,0.0,0.0,inf,,,0.0,inf,1,0.01710343228760896,0.004963989766218113,80580.34340081764,0 days 03:53:00
2478,18481920598,TV PULS,Rodzinny interes,Rodzinny interes,2023-06-19 09:41:00,1,0.3272568241805904,26,Other,Off,366,0,Rodzinny interes|26,Rodzinny interes|26,False,True,False,False,False,True,False,108,0.0,0.0,inf,1806.0,repetition,0.0,inf,1,0.01710343228760896,0.0055972149330306776,65389.663319901316,0 days 08:18:00
2486,18481920615,TV PULS,Lekarze na start,Lekarze na start,2023-06-19 13:40:00,1,0.24262559952159307,26,Other,Off,266,0,Lekarze na start|26,Lekarze na start|26,False,True,False,False,False,True,False,92,0.0,0.0,inf,2342.0,repetition,0.0,inf,1,0.01710343228760896,0.004149730512658096,64100.54802079536,0 days 03:59:00
2499,18481920644,TV PULS,Prowokacja,Prowokacja,2023-06-19 20:24:00,1,1.4546405108563074,26,Other,Peak,2600,0,Prowokacja|26,Prowokacja|26,False,False,True,False,False,True,False,309,0.0,0.0,inf,,,0.0,inf,-1,0.007837552596940842,-0.011400821513477205,-228053.74129631562,0 days 06:44:00
2506,18481920654,TV PULS,UNKNOWN,Dzielnica strachu,2023-06-19 23:39:00,1,0.3636932202154195,26,Other,Off,466,0,UNKNOWN|26,Dzielnica strachu|26,False,True,False,False,False,True,False,240,0.0,0.0,inf,2506.0,repetition,0.0,inf,1,0.01710343228760896,0.0062204023654168815,74914.76798844819,0 days 03:15:00
2546,18481920745,TV PULS,Lombard. Życie pod zastaw,Lombard. Życie pod zastaw,2023-06-20 19:38:00,1,1.0312477300808143,26,Other,Peak,1200,0,Lombard. Życie pod zastaw|26,Lombard. Życie pod zastaw|26,False,False,True,False,False,True,False,63,0.0,0.0,inf,2354.0,repetition,0.0,inf,1,0.007837552596940842,0.008082458324984235,148469.6798609649,0 days 19:59:00
2554,18481920759,TV PULS,American Fighter,American Fighter,2023-06-20 23:18:00,1,0.5370322516747651,26,Other,Off,533,0,American Fighter|26,American Fighter|26,False,True,False,False,False,True,False,44,0.0,0.0,inf,,,0.0,inf,1,0.01710343228760896,0.009185094752781517,58028.79712684422,0 days 03:40:00
2570,18481920793,TV PULS,Kobra - oddział specjalny,Kobra - oddział specjalny,2023-06-21 07:36:00,1,0.20480859940406573,26,Other,Off,266,0,Kobra - oddział specjalny|26,Kobra - oddział specjalny|26,False,True,False,False,False,True,False,265,0.0,0.0,inf,2234.0,repetition,0.0,inf,1,0.01710343228760896,0.003502930011827467,75936.43010333189,0 days 08:18:00
2579,18481920811,TV PULS,Zaklinaczka duchów,Zaklinaczka duchów,2023-06-21 12:10:00,1,0.35418112388262324,26,Other,Off,500,0,Zaklinaczka duchów|26,Zaklinaczka duchów|26,False,True,False,False,False,True,False,372,0.0,0.0,inf,2243.0,repetition,0.0,inf,1,0.01710343228760896,0.006057712869875687,82539.40236858085,0 days 04:34:00
2595,18481920847,TV PULS,Horda,Horda,2023-06-21 20:22:00,1,1.0530233716478694,26,Other,Peak,1500,0,Horda|26,Horda|26,False,False,True,False,False,True,False,152,0.0,0.0,inf,,,0.0,inf,1,0.007837552596940842,0.008253126061098159,181749.31400483302,0 days 08:12:00
2603,18481920859,TV PULS,Dzielnica strachu,Dzielnica strachu,2023-06-22 00:23:00,1,0.3135957486034957,26,Other,Off,366,0,Dzielnica strachu|26,Dzielnica strachu|26,False,True,False,False,False,True,False,132,0.0,0.0,inf,2506.0,repetition,0.0,inf,1,0.01710343228760896,0.0053635636519219305,68238.21320156252,0 days 04:01:00
2625,18481920905,TV PULS,Zaklinaczka duchów,Zaklinaczka duchów,2023-06-22 11:24:00,1,0.2260379532759052,26,Other,Off,333,0,Zaklinaczka duchów|26,Zaklinaczka duchów|26,False,True,False,False,False,True,False,395,0.0,0.0,inf,2243.0,repetition,0.0,inf,1,0.01710343228760896,0.003866024828284162,86134.9874330201,0 days 11:01:00
2630,18481920916,TV PULS,Lekarze na start,Lekarze na start,2023-06-22 13:40:00,1,0.3225289740316068,26,Other,Off,433,0,Lekarze na start|26,Lekarze na start|26,False,True,False,False,False,True,False,320,0.0,0.0,inf,2342.0,repetition,0.0,inf,1,0.01710343228760896,0.005516352468141575,78493.89655586584,0 days 02:16:00
2645,18481920947,TV PULS,"Job, czyli ostatnia szara komórka","Job, czyli ostatnia szara komórka",2023-06-22 21:44:00,1,0.9263431365500486,26,Other,Peak,1466,0,"Job, czyli ostatnia szara komórka|26","Job, czyli ostatnia szara komórka|26",False,False,True,False,False,True,False,224,0.0,0.0,inf,,,0.0,inf,-1,0.007837552596940842,-0.007260263055526159,-201921.05834018675,0 days 08:04:00
2678,18481921013,TV PULS,Prawdziwe motywy,Prawdziwe motywy,2023-06-23 13:36:00,1,0.27207908193682906,26,Other,Off,366,0,Prawdziwe motywy|26,Prawdziwe motywy|26,False,True,False,False,False,True,False,321,0.0,0.0,inf,2685.0,repetition,0.0,inf,1,0.01710343228760896,0.004653486154781366,78650.71213845606,0 days 15:52:00
2685,18481921030,TV PULS,Prawdziwe motywy,Prawdziwe motywy,2023-06-23 17:07:00,1,0.5628378932418205,26,Other,Off,833,0,Prawdziwe motywy|26,Prawdziwe motywy|26,False,True,False,False,False,True,False,396,0.0,0.0,inf,2685.0,repetition,0.0,inf,1,0.01710343228760896,0.009626459795961958,86532.33043672204,0 days 03:31:00
2690,18481921047,TV PULS,Lombard. Życie pod zastaw,Lombard. Życie pod zastaw,2023-06-23 19:37:00,1,0.9199694504828966,26,Other,Peak,1066,0,Lombard. Życie pod zastaw|26,Lombard. Życie pod zastaw|26,False,False,True,False,False,True,False,60,0.0,0.0,inf,2354.0,repetition,0.0,inf,1,0.007837552596940842,0.007210308955738465,147843.87278600637,0 days 02:30:00
2696,18481921058,TV PULS,Umysł przestępcy,Umysł przestępcy,2023-06-23 22:28:00,1,1.0205230997128591,26,Other,Peak,1666,0,Umysł przestępcy|26,Umysł przestępcy|26,False,False,True,False,False,True,False,251,0.0,0.0,inf,,,0.0,inf,-1,0.007837552596940842,-0.007998403470392637,-208291.5679569009,0 days 02:51:00
2699,18481921064,TV PULS,Largo Winch 2: Spisek,Largo Winch 2: Spisek,2023-06-24 00:36:00,1,0.47631141008800343,26,Other,Off,733,0,Largo Winch 2: Spisek|26,Largo Winch 2: Spisek|26,False,True,False,False,False,True,False,425,0.0,0.0,inf,,,0.0,inf,1,0.01710343228760896,0.00814655995025571,89976.62872130366,0 days 02:08:00
